,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
PIK3R1,-0.1363356,-0.072035804,0.21999675,0.062923476,-0.31591508,-0.36263493,0.123704985,0.25152624,0.28200614,-0.17227042,-0.069544405,-0.2562761,0.24541825,0.23853332,-0.24175334,0.41015112,0.20678708,0.047926627,0.21957834,0.32103854,-0.08160481,-0.068920135,0.30874586,0.34573084,0.17478736,-0.29835206,0.29989308,-0.22659194,-0.16029231,0.15428413,-0.25304583,-0.37223145,0.21156171,0.25896773,-0.38933277,-0.056996763,-0.20632382,0.34993014,-0.08148274,0.40454936,-0.3676809,0.25593185,0.3262547,0.20764226,0.19741404,0.2920593,-0.31578708,0.29095793,0.0658214,-0.20700309,-0.27047876,-0.31629178,0.1319825,-0.0474504,-0.2725302,0.09051692,-0.17325296,0.15844657,-0.17475334,0.31853926,-0.017291248,0.052249737,0.24532782,-0.29261476
SPEN,-0.14300713,-0.08172132,0.23894393,0.06679402,-0.32807872,-0.3842708,0.12026249,0.2654826,0.30091715,-0.18392263,-0.07597857,-0.2713014,0.25530368,0.24356054,-0.24905214,0.42099154,0.21182688,0.06385483,0.22545418,0.3293135,-0.08858139,-0.0758225,0.3250674,0.36332226,0.18096898,-0.3159853,0.31122664,-0.23498434,-0.16638336,0.15956303,-0.2663678,-0.39447743,0.21845871,0.27417287,-0.40210456,-0.06211867,-0.21199512,0.36705777,-0.08644743,0.41875723,-0.38422132,0.2691266,0.3541965,0.21346897,0.20106727,0.3048429,-0.32742208,0.30579218,0.07070291,-0.21424222,-0.28626114,-0.33278394,0.13551816,-0.04191327,-0.29108936,0.09051446,-0.19036233,0.16803521,-0.18016998,0.32894865,-0.02414302,0.053190675,0.25880462,-0.30859494
PREX2,-0.13662401,-0.0708762,0.22117606,0.062190257,-0.31642854,-0.3627218,0.12915228,0.25430608,0.28251928,-0.17112543,-0.073413596,-0.25349838,0.24725392,0.24151817,-0.24551056,0.40771943,0.20999321,0.01317371,0.22580636,0.32063752,-0.07393034,-0.026047012,0.31184658,0.34684217,0.18021336,-0.29861405,0.3004732,-0.22863254,-0.16192216,0.15581799,-0.25741947,-0.37297553,0.20966038,0.25954908,-0.38877046,-0.05875602,-0.20761448,0.35009193,-0.08523731,0.40409544,-0.36889517,0.25645417,0.3254127,0.20642793,0.20094687,0.29245782,-0.31521145,0.29041702,0.063336365,-0.20804647,-0.26992634,-0.31911227,0.13380225,-0.055634633,-0.27336136,0.09067759,-0.17419234,0.1628895,-0.17683452,0.31731564,-0.0030194968,0.05439046,0.24879634,-0.29223257
DROSHA,-0.13655695,-0.07391376,0.22077817,0.063938245,-0.31663668,-0.3630883,0.1268141,0.25201046,0.2828245,-0.17324497,-0.068964384,-0.257163,0.24662474,0.24064623,-0.24326244,0.41027448,0.20837697,0.060760476,0.22084665,0.32172212,-0.08047542,-0.07662062,0.3095174,0.34633535,0.17564788,-0.2990963,0.30040184,-0.2274323,-0.16119798,0.15442738,-0.25232652,-0.37261555,0.21169673,0.26009893,-0.390545,-0.056703314,-0.2071714,0.3503906,-0.083389744,0.40465978,-0.36820608,0.2559656,0.32754254,0.20836894,0.19843437,0.29331487,-0.3163547,0.29196045,0.06638241,-0.2072354,-0.27080417,-0.3164484,0.13232425,-0.049379963,-0.27333924,0.0911682,-0.17387605,0.1602853,-0.17604409,0.3197152,-0.025297143,0.053276815,0.24537906,-0.29362965
GRIN2A,-0.1432024,-0.06560465,0.23475975,0.057444215,-0.33116078,-0.38375235,0.13628863,0.2684662,0.29861704,-0.1812273,-0.09448247,-0.26743516,0.26082727,0.25383648,-0.2573376,0.42430708,0.22014925,-0.11539893,0.24311915,0.33657405,-0.07216911,0.11719175,0.33140442,0.3659681,0.19505501,-0.31862295,0.32144243,-0.24344775,-0.17296147,0.1667943,-0.2758771,-0.39187282,0.21932673,0.26921412,-0.40753508,-0.067868724,-0.21825881,0.36903417,-0.093640536,0.4255872,-0.390864,0.27403867,0.348634,0.2189163,0.21172468,0.30647954,-0.33394694,0.30660844,0.06352725,-0.22321197,-0.28633565,-0.33615962,0.14914022,-0.061911047,-0.28935006,0.09532287,-0.18399622,0.17035232,-0.18345731,0.3330782,0.07624374,0.055327225,0.2682109,-0.30563483
BRCA2,-0.14860101,-0.062208127,0.23190282,0.051867522,-0.32637435,-0.38842905,0.13244106,0.27986255,0.30573064,-0.17661089,-0.113977425,-0.26621565,0.2615544,0.25475076,-0.25978,0.4263534,0.2249904,-0.25200185,0.25975123,0.33339456,-0.06545929,0.27038214,0.33515933,0.3572958,0.20614018,-0.31556883,0.31930384,-0.24812847,-0.17656478,0.16284591,-0.2799766,-0.38351965,0.20968226,0.26805177,-0.40651312,-0.07395723,-0.21470231,0.36939842,-0.09954827,0.4307561,-0.3936991,0.27505657,0.35169885,0.21196681,0.21795145,0.30593854,-0.32554835,0.3071283,0.06681493,-0.2174739,-0.28478628,-0.34405512,0.14787321,-0.07487826,-0.28335625,0.089660086,-0.18593147,0.16543823,-0.18850458,0.33295342,0.15118623,0.060899846,0.2813281,-0.30716935
SLX4,-0.14244401,-0.07445966,0.23239085,0.066336945,-0.3308247,-0.3797012,0.1311529,0.257013,0.29235372,-0.1807374,-0.07581992,-0.26786712,0.25478706,0.24942556,-0.25220716,0.42499807,0.21487293,0.06749533,0.23140648,0.3300619,-0.08395595,-0.07793476,0.32286963,0.35914665,0.18077402,-0.31771165,0.3112766,-0.23545703,-0.1652485,0.15795642,-0.26332098,-0.38392186,0.21990463,0.26780984,-0.40451586,-0.061173193,-0.21343902,0.36844164,-0.08827897,0.4165418,-0.38479242,0.26846528,0.3457475,0.21912812,0.19989783,0.30177632,-0.32561025,0.3027801,0.06843087,-0.22014779,-0.2823862,-0.32898375,0.14508209,-0.048645582,-0.28533912,0.09265141,-0.17950307,0.16233648,-0.17907803,0.3274482,-0.021271586,0.0502951,0.25600225,-0.30809814
INPPL1,-0.13575011,-0.072307475,0.21709397,0.06354549,-0.31240144,-0.35896373,0.122687355,0.25189477,0.2797868,-0.16985823,-0.06615754,-0.25365973,0.2440729,0.2373836,-0.24050263,0.408174,0.20623565,0.04670822,0.21881844,0.3172532,-0.080191344,-0.06711303,0.30675137,0.3441984,0.17369913,-0.29397988,0.29651666,-0.22443195,-0.15850188,0.15313816,-0.25083968,-0.36933646,0.20878236,0.2581872,-0.38655472,-0.05563749,-0.20543942,0.34788597,-0.08268377,0.4016669,-0.3660376,0.25206617,0.32235882,0.20460036,0.19819541,0.28976065,-0.31336197,0.287722,0.068340674,-0.20362002,-0.26688498,-0.3134694,0.13039315,-0.047554962,-0.26858062,0.08931316,-0.17184171,0.15829703,-0.17419937,0.31576476,-0.016115002,0.05403805,0.24443907,-0.28957787
PTEN,-0.13983542,-0.073806874,0.22537214,0.06432026,-0.31976897,-0.36963105,0.1295713,0.25619394,0.28842932,-0.1756449,-0.075323045,-0.26098493,0.25113505,0.24456683,-0.24774241,0.41489142,0.21225093,0.02150363,0.22629035,0.32599175,-0.08075796,-0.034098804,0.31582153,0.35324472,0.18074784,-0.30553603,0.30663013,-0.23220646,-0.16427442,0.15872282,-0.26021847,-0.37983012,0.2164002,0.2637704,-0.39448383,-0.059482314,-0.21134108,0.3581347,-0.08638658,0.41017735,-0.37541744,0.26230875,0.33511347,0.21096894,0.201264,0.29821754,-0.32181507,0.2969662,0.065820664,-0.21263479,-0.2756697,-0.3215168,0.1388556,-0.051561166,-0.2777565,0.092225544,-0.1781405,0.16368896,-0.17904946,0.32304847,-0.00018682703,0.05408161,0.25062653,-0.29800674
ARID1A,-0.15242547,-0.084286176,0.23672521,0.06888716,-0.32721943,-0.3944171,0.12503442,0.27144128,0.30912834,-0.18594824,-0.083923556,-0.2864096,0.25525284,0.25972745,-0.25431734,0.43274242,0.22239149,0.021661466,0.2340436,0.3335763,-0.09758681,-0.02597332,0.33310735,0.35634845,0.18272993,-0.31924522,0.31237695,-0.24953723,-0.17361388,0.1652854,-0.26573443,-0.38015434,0.21464367,0.27819514,-0.4107461,-0.06493672,-0.215821,0.3813085,-0.091481455,0.42472208,-0.38529456,0.2737135,0.3645134,0.21623239,0.2062945,0.31828815,-0.32731953,0.306808,0.07637472,-0.21753514,-0.28648803,-0.3321172,0.14253485,-0.045964338,-0.28618738,0.087852,-0.1916773,0.16144615,-0.19279373,0.32971033,0.0029113702,0.058959052,0.25964338,-0.321541
CTNNB1,-0.1388863,-0.073619634,0.22359027,0.06475123,-0.31867054,-0.36779338,0.12534994,0.25308055,0.28555584,-0.17587826,-0.07249311,-0.25990567,0.24805741,0.24116975,-0.2442033,0.4143812,0.20840883,0.03270979,0.22133367,0.32451278,-0.08577876,-0.056619033,0.3126857,0.3511955,0.17582458,-0.30218464,0.30483496,-0.22983776,-0.16216218,0.15601884,-0.2564628,-0.37641394,0.21520665,0.2612349,-0.3924247,-0.05905407,-0.21015769,0.35507804,-0.08279972,0.40802145,-0.37239346,0.25986308,0.33201593,0.21069843,0.19898887,0.29580858,-0.31893027,0.29427224,0.06655803,-0.21109715,-0.27433658,-0.3193505,0.13742566,-0.04598687,-0.2767509,0.090878226,-0.17628804,0.15997565,-0.17520967,0.32022274,-0.0017326912,0.05122276,0.24735585,-0.29592544
MST1R,-0.13257237,-0.06951191,0.21420243,0.062240146,-0.30999306,-0.355236,0.12063451,0.24791741,0.2756603,-0.16875494,-0.06984414,-0.25008038,0.24092524,0.23287143,-0.23623112,0.40296507,0.20209828,0.018450607,0.21639273,0.3156198,-0.082372725,-0.050270695,0.3031449,0.34022284,0.17215851,-0.29081768,0.29540816,-0.2220679,-0.15766378,0.15090743,-0.24963698,-0.36532348,0.20718418,0.253779,-0.38150883,-0.056451686,-0.20298024,0.3425725,-0.079841286,0.39830527,-0.36144292,0.251971,0.31842244,0.20342708,0.19530511,0.28573227,-0.30906615,0.28540072,0.06543229,-0.20301232,-0.2655176,-0.311283,0.13057134,-0.045092627,-0.2682639,0.08962609,-0.1701653,0.1556977,-0.1708393,0.31227592,0.0029753912,0.050985023,0.24095528,-0.28524783
PIK3C3,-0.1339437,-0.07175978,0.21524084,0.06305064,-0.3135094,-0.35641944,0.12270104,0.25044978,0.27737266,-0.16954803,-0.065551296,-0.2506557,0.24358207,0.2365219,-0.23989798,0.40553236,0.20540224,0.059482537,0.21851687,0.31713468,-0.07659426,-0.076747075,0.30423814,0.34079546,0.17647623,-0.29247898,0.2954465,-0.22191162,-0.15889578,0.15426971,-0.25002754,-0.36765105,0.20694816,0.25479916,-0.38418752,-0.054160435,-0.20427112,0.34251246,-0.08130757,0.39983875,-0.36207736,0.25256413,0.31773585,0.20394498,0.19841869,0.2868929,-0.3119927,0.28565928,0.06463828,-0.20364451,-0.26647946,-0.31339175,0.12641914,-0.050778754,-0.26698947,0.09276093,-0.17096072,0.15963875,-0.17592168,0.31485036,-0.029649949,0.054914124,0.24185766,-0.28803524
NOTCH1,-0.14448087,-0.07686443,0.23340642,0.06650492,-0.33098835,-0.38461578,0.12734206,0.26360565,0.3017549,-0.18384233,-0.076885365,-0.27637917,0.25649327,0.25014293,-0.25035402,0.428882,0.2144705,0.03463922,0.22844073,0.33199373,-0.08998948,-0.046125926,0.32563195,0.36368376,0.18203618,-0.31740582,0.3157752,-0.23884487,-0.16675419,0.16251364,-0.26656285,-0.39101595,0.22339205,0.26896882,-0.40534467,-0.061624758,-0.21757424,0.370493,-0.085639685,0.42189035,-0.38616872,0.27084896,0.35266966,0.2180374,0.20218748,0.30597955,-0.33185863,0.3033574,0.06891163,-0.21871018,-0.28564107,-0.3291555,0.14431928,-0.04575891,-0.28707826,0.0904263,-0.18496041,0.16618067,-0.1820356,0.33014652,-0.0005911384,0.053773638,0.25765562,-0.30918577
ERBB3,-0.13726752,-0.06595493,0.22358339,0.057826728,-0.31844068,-0.36634594,0.13094372,0.25966284,0.28599867,-0.17176282,-0.08299309,-0.25494617,0.25054824,0.2440737,-0.24812219,0.40998018,0.21302909,-0.066573784,0.23284075,0.32355443,-0.070059314,0.05815223,0.31780288,0.35093603,0.18649757,-0.30299115,0.30583674,-0.23334804,-0.16518462,0.15908727,-0.2643909,-0.37708426,0.21026483,0.26140803,-0.39186406,-0.06268618,-0.20952134,0.35351968,-0.088363335,0.4095614,-0.3737592,0.26066828,0.33039784,0.2082302,0.20504354,0.2946162,-0.31990796,0.2945678,0.062143628,-0.21105038,-0.2736113,-0.32399803,0.13805887,-0.059239876,-0.2770542,0.091447495,-0.17600176,0.16517648,-0.17875713,0.3206254,0.04271262,0.05523464,0.25616884,-0.2940163
SOX9,-0.1396906,-0.06776215,0.22445886,0.060160615,-0.32125667,-0.3704999,0.12876037,0.26077366,0.28864452,-0.17520198,-0.08038969,-0.25988027,0.25248274,0.2439576,-0.24773107,0.41576812,0.21235281,-0.04942082,0.23122942,0.32588553,-0.07615955,0.03974382,0.31817856,0.35577327,0.18500623,-0.3049105,0.30926466,-0.23392753,-0.16534106,0.15972051,-0.26369137,-0.38056573,0.21357274,0.2631921,-0.3953882,-0.0613354,-0.21157281,0.35742068,-0.08826504,0.41291374,-0.37815464,0.26254606,0.33461273,0.21186236,0.20586345,0.2967286,-0.32290426,0.29678172,0.064676896,-0.2133955,-0.2760684,-0.32496923,0.13906586,-0.054487705,-0.2790269,0.09269992,-0.17801121,0.16426817,-0.1786466,0.3231119,0.038437776,0.0558483,0.25614056,-0.29726306
APC,-0.1536446,-0.055201452,0.24106291,0.04622792,-0.3362368,-0.4034222,0.1383645,0.2923382,0.31820995,-0.18271494,-0.13242385,-0.27612376,0.27239048,0.26427758,-0.26851365,0.4376168,0.23316234,-0.38637203,0.27565244,0.34411922,-0.060198285,0.41982973,0.3514275,0.37180138,0.21944237,-0.32932213,0.33516854,-0.26035565,-0.18495755,0.17089492,-0.29592398,-0.39693093,0.21512166,0.27488872,-0.4196159,-0.08151206,-0.22228079,0.38294864,-0.10748956,0.4468367,-0.41018713,0.28737187,0.36839,0.2205508,0.22843078,0.31505823,-0.33934683,0.3184801,0.06600519,-0.2282015,-0.2957875,-0.35759318,0.15927742,-0.0816359,-0.29545337,0.0922031,-0.19317234,0.1717279,-0.19346158,0.34357297,0.22960618,0.06359587,0.29777586,-0.31702268
EP300,-0.1488149,-0.08573856,0.2295724,0.070089236,-0.31948897,-0.3836002,0.12120139,0.26531243,0.30076233,-0.18067473,-0.074893415,-0.2782151,0.24835654,0.2535302,-0.24863742,0.42447528,0.21743923,0.07456635,0.22629051,0.32630438,-0.09696607,-0.08575331,0.3231022,0.3463819,0.17660806,-0.3089707,0.30205533,-0.24242654,-0.16906941,0.16036844,-0.25706834,-0.37112367,0.20902899,0.27393425,-0.40208536,-0.060439363,-0.21052212,0.3718201,-0.08773619,0.41532138,-0.37460974,0.2656485,0.35276186,0.20989755,0.20193401,0.31147182,-0.31849992,0.29943123,0.07604569,-0.21014279,-0.27910557,-0.32402635,0.13496143,-0.04368428,-0.27789712,0.08603165,-0.18668322,0.15767588,-0.19002676,0.32302946,-0.031075092,0.058179103,0.25127432,-0.31467727
SMAD4,-0.14843602,-0.07878846,0.22819184,0.064200945,-0.31859827,-0.38240996,0.123993844,0.27179426,0.3024987,-0.17909318,-0.08718331,-0.27648002,0.25008583,0.25482768,-0.25025305,0.42191267,0.22025305,-0.033191927,0.23449327,0.32591972,-0.08939731,0.029594176,0.32659587,0.3458412,0.18386106,-0.30893368,0.30479476,-0.24621528,-0.17231292,0.16318792,-0.2627743,-0.3714208,0.20568176,0.27336103,-0.40253264,-0.06511339,-0.21004865,0.37037602,-0.091556944,0.4177582,-0.37674004,0.26763013,0.35308123,0.20932585,0.20698196,0.30990347,-0.32052296,0.30022386,0.07403689,-0.21076259,-0.2793547,-0.32731682,0.13717708,-0.05077744,-0.27846643,0.08688942,-0.18665618,0.1598447,-0.19310442,0.32488585,0.027283879,0.061245777,0.25722742,-0.31370363
TET2,-0.14725183,-0.08488246,0.22551998,0.069209,-0.31570792,-0.3773808,0.11909927,0.26388675,0.29678687,-0.17789952,-0.072390184,-0.2734198,0.24540243,0.25020492,-0.24562684,0.41965216,0.21538578,0.07734887,0.22403318,0.32222643,-0.09494063,-0.08941153,0.31902173,0.34112757,0.17557172,-0.30325216,0.29703516,-0.23906887,-0.16686203,0.15833214,-0.25357965,-0.3660615,0.20472425,0.27100006,-0.39786017,-0.059180684,-0.20795755,0.3658717,-0.08636837,0.41073734,-0.36903036,0.26193327,0.34607583,0.20650563,0.20129237,0.30652583,-0.31442457,0.29493374,0.07538733,-0.20662907,-0.27502176,-0.3205853,0.13119297,-0.044262275,-0.27337036,0.08579123,-0.18400222,0.15621679,-0.18918885,0.3197622,-0.035082094,0.058731593,0.24793223,-0.3107003
KRAS,-0.15367202,-0.05635739,0.2398364,0.046582155,-0.33543402,-0.40189302,0.13793035,0.29157045,0.3172913,-0.18198349,-0.13007051,-0.27495414,0.27159777,0.26382303,-0.26791894,0.43684822,0.23284088,-0.36842492,0.27460122,0.34319106,-0.05966007,0.40266538,0.34974968,0.3700216,0.21888214,-0.32818723,0.33334714,-0.25921637,-0.18418816,0.17073251,-0.29462326,-0.39592054,0.21407586,0.27442604,-0.41871217,-0.08043341,-0.22171718,0.38132232,-0.107271224,0.44544256,-0.4081356,0.28638366,0.36650807,0.21930017,0.2279562,0.3145274,-0.3382252,0.31743306,0.06562823,-0.2270223,-0.29487032,-0.35652012,0.15766676,-0.08184023,-0.29404852,0.09234639,-0.19261152,0.17168948,-0.19365868,0.34273756,0.21813321,0.06380919,0.2962131,-0.3165218
HNF1A,-0.145064,-0.07436389,0.2264155,0.062080644,-0.32307923,-0.37945682,0.12748076,0.26045442,0.29404917,-0.1780282,-0.08029705,-0.26657686,0.25592923,0.24893145,-0.25099525,0.42710873,0.21409015,-0.001874011,0.2326895,0.32910407,-0.08239477,0.001172524,0.3196454,0.35695413,0.18511374,-0.31193566,0.31287038,-0.23633386,-0.16903168,0.16143489,-0.2629342,-0.37893963,0.21472187,0.26648274,-0.4012264,-0.061339833,-0.21470088,0.3636499,-0.0926204,0.41741264,-0.38414964,0.26536345,0.3454631,0.21288542,0.203698,0.30405006,-0.32163823,0.30140752,0.07109517,-0.21427694,-0.2795002,-0.32831156,0.1412938,-0.055592634,-0.281868,0.09448317,-0.1827638,0.16221367,-0.18017977,0.3248666,0.017994303,0.05618045,0.2612092,-0.30404854
SF3B1,-0.13531782,-0.05963088,0.22222018,0.054318108,-0.317064,-0.3651929,0.12888461,0.2601757,0.28471956,-0.17006397,-0.08997108,-0.25403628,0.24938151,0.24202955,-0.24566993,0.40691352,0.21091577,-0.14974236,0.234401,0.3224532,-0.069863416,0.13094777,0.3197229,0.349616,0.18668151,-0.30144924,0.30635533,-0.23406994,-0.16490367,0.15823069,-0.26756093,-0.37531835,0.20706356,0.2586029,-0.3895544,-0.066336125,-0.20723906,0.35145903,-0.087957345,0.40890998,-0.37273437,0.2605591,0.32887143,0.2079859,0.20543703,0.2909061,-0.31894308,0.2914325,0.061196424,-0.21039969,-0.2718969,-0.3243692,0.1404512,-0.056368146,-0.27757585,0.08946028,-0.17426533,0.16346492,-0.17588793,0.31766096,0.09328313,0.054067336,0.25772226,-0.29144913
ATM,-0.15045996,-0.055328548,0.23517422,0.046576332,-0.32971865,-0.3935398,0.1368641,0.28916568,0.3111476,-0.17793423,-0.12750286,-0.26778293,0.2672626,0.25950488,-0.2648617,0.42889437,0.23033713,-0.36812735,0.27118647,0.33767384,-0.057435885,0.39879882,0.344204,0.36423707,0.21607074,-0.32046247,0.32680386,-0.25564116,-0.18170708,0.1671761,-0.2900725,-0.38956073,0.20979452,0.27108535,-0.41273636,-0.07982992,-0.21747133,0.37429762,-0.105727166,0.4384127,-0.40230235,0.28048155,0.3577569,0.2148892,0.22641866,0.30900568,-0.33274627,0.31210667,0.065573744,-0.2220888,-0.28964588,-0.35247773,0.15334156,-0.08250716,-0.2885815,0.091319546,-0.18949679,0.17048025,-0.19208133,0.3381044,0.21489164,0.06545264,0.29206422,-0.31020194
FGFR4,-0.13803513,-0.069253005,0.22268127,0.060384884,-0.3154379,-0.36446005,0.13004804,0.25542167,0.28413913,-0.1718802,-0.077913076,-0.25574654,0.24915004,0.24206284,-0.24489298,0.40946662,0.21009956,-0.029997481,0.2269747,0.32211295,-0.075341195,0.014634894,0.3146662,0.34878027,0.18114366,-0.2999851,0.30334178,-0.23195013,-0.16212843,0.15813124,-0.26267555,-0.3753351,0.21057926,0.26088086,-0.38866407,-0.06082596,-0.20872355,0.3541371,-0.087698236,0.4063695,-0.3697033,0.25868866,0.32872754,0.2079776,0.20243366,0.2932887,-0.31702054,0.2928443,0.063887164,-0.20970505,-0.2717028,-0.3196644,0.13914835,-0.054254197,-0.27618045,0.08925877,-0.17580727,0.16262475,-0.1761012,0.31665045,0.027086131,0.053358164,0.25228435,-0.29335624
MED12,-0.15456502,-0.08152354,0.23989357,0.06636488,-0.3311059,-0.39922735,0.12849863,0.27752692,0.31366068,-0.18743706,-0.091062285,-0.28832436,0.26010305,0.26427564,-0.25903642,0.43580067,0.22678247,-0.03147951,0.24206515,0.33730096,-0.09157018,0.038973853,0.33983523,0.36146358,0.19055161,-0.32406855,0.3176771,-0.2541387,-0.17715484,0.16917235,-0.27236974,-0.3851017,0.21550138,0.28087857,-0.41577488,-0.067835175,-0.21923175,0.38557172,-0.09565232,0.4305185,-0.3920051,0.27822712,0.36940002,0.21851364,0.21177463,0.3216637,-0.3323555,0.31074074,0.074980445,-0.2217589,-0.29086792,-0.33812764,0.14554083,-0.05247933,-0.28985712,0.09020405,-0.19438913,0.16524869,-0.19687644,0.33424348,0.029821213,0.061628643,0.26709452,-0.32491583
TBX3,-0.13864994,-0.07248576,0.2236939,0.064140014,-0.32095385,-0.36815393,0.12475025,0.25295055,0.28573972,-0.17647718,-0.073433116,-0.2609322,0.24849202,0.24152371,-0.24417475,0.41505536,0.2086448,0.032582194,0.22194347,0.32517406,-0.0846246,-0.05482089,0.31285053,0.35079777,0.17629166,-0.30271322,0.3050329,-0.22906813,-0.16237916,0.15639108,-0.25524732,-0.37643787,0.21473107,0.26013553,-0.3943611,-0.05924891,-0.20925227,0.35371837,-0.082855515,0.40952498,-0.37253243,0.25987956,0.33150572,0.211775,0.1991265,0.29553694,-0.31966943,0.29392213,0.067345545,-0.21079844,-0.27386415,-0.319512,0.13587135,-0.046556234,-0.2758705,0.091694005,-0.17541322,0.15914822,-0.17586946,0.3222559,-0.0025777556,0.050803952,0.24753031,-0.29627264
MTOR,-0.13830957,-0.06446665,0.2242601,0.05749339,-0.31986898,-0.3687861,0.1307269,0.26150104,0.28764963,-0.173617,-0.08665523,-0.25724208,0.25164202,0.24491917,-0.24816112,0.41209733,0.21290632,-0.093046755,0.23386419,0.3255701,-0.07176033,0.08223464,0.31911266,0.35205993,0.18752202,-0.30421728,0.30847704,-0.23450702,-0.16649616,0.160619,-0.266545,-0.37872714,0.21067625,0.26125425,-0.3939677,-0.064114876,-0.21016958,0.35555017,-0.08915236,0.4123359,-0.3758022,0.26316315,0.33238515,0.21039176,0.2069189,0.29534578,-0.32161567,0.29511917,0.063323125,-0.21255016,-0.27513468,-0.32528228,0.14047489,-0.058093064,-0.27838486,0.09187177,-0.17708114,0.1647838,-0.17910698,0.32198745,0.061004464,0.05497305,0.25790495,-0.29533228
DOT1L,-0.13926308,-0.07333647,0.22451386,0.06502266,-0.3213224,-0.37036383,0.12641439,0.2548282,0.28709722,-0.17695332,-0.07352791,-0.26199925,0.24982491,0.2434453,-0.24632251,0.41639358,0.20984796,0.0378376,0.22416162,0.3260499,-0.083627105,-0.055284135,0.31368855,0.35242718,0.17840937,-0.3050788,0.30646497,-0.2297003,-0.16411012,0.15749963,-0.25663975,-0.37892774,0.21615699,0.26172683,-0.3954008,-0.058472246,-0.21053739,0.3570072,-0.08453435,0.41086128,-0.37551916,0.26135325,0.33452097,0.21244878,0.20031281,0.29800698,-0.32084423,0.2956985,0.06772147,-0.21100737,-0.2755544,-0.3205006,0.13655771,-0.04833436,-0.27651155,0.0922611,-0.17703065,0.1608636,-0.17737979,0.3235737,-0.007661421,0.051954374,0.2494481,-0.29736716
